id,source_id,record_class,site_name,sample_id,latitude,longitude,coordinate_source,coordinate_uncertainty_m,elevation_m,elevation_reference,depth_source,indicator_type,indicator_subtype,indicative_range_m,age_ka,dating_method,description,location_name,bibliographic_reference,doi_or_url,confidence_score,notes,source_locator,reported_observations,derived_observations,age_models,elevation_min,elevation_max,elevation_avg,elevation_mean
5a01acf75fe7acac5d30f5092a2d0e934876c9e90263b591850aedc13d95e0a5,fleming1998,sea_level_indicator,Barbados,RGF15-10-6 (Ap),13.1500331,-59.5250305,inferred_text,10000.0,-102.0,unknown,reported,submerged_beach,llm-extracted candidate,null,17.12,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF15-10-6 (Ap) | 17120 | -102.0""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 17.12, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-102,-102,-102,-102
e971e38f16232780ac33ce771ad8218ea5806b6f31683b22e0e64541f888a6be,fleming1998,sea_level_indicator,Barbados,RGF15-12-2 (Ap),13.1500331,-59.5250305,inferred_text,10000.0,-103.2,unknown,reported,submerged_beach,llm-extracted candidate,null,18.53,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF15-12-2 (Ap) | 18530 | -103.2""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 18.53, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-103.2,-103.2,-103.2,-103.2
dff94b8bbe4bff0e2a08a072433c7ba7ec60f37d81441bc252cf5afea8d906f9,fleming1998,sea_level_indicator,Barbados,RGF13-8-9 (Ap),13.1500331,-59.5250305,inferred_text,10000.0,-106.0,unknown,reported,submerged_beach,llm-extracted candidate,null,17.19,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF13-8-9 (Ap) | 17190 | -106.0""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 17.19, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-106,-106,-106,-106
0b1b72d3ea7d018537e1f524d0b584733e18ce30458280b8b5af036294236c20,fleming1998,sea_level_indicator,Barbados,RGF9-21-11 (Ap),13.1500331,-59.5250305,inferred_text,10000.0,-106.0,unknown,reported,submerged_beach,llm-extracted candidate,null,18.24,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF9-21-11 (Ap) | 18240 | -106.0""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 18.24, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-106,-106,-106,-106
fd6bf8b25840f4d7f1253d367174ead90fc4d559ec61ba37bf75b9606a4cdaef,fleming1998,sea_level_indicator,Barbados,RGF9-23-2 (Ap),13.1500331,-59.5250305,inferred_text,10000.0,-107.3,unknown,reported,submerged_beach,llm-extracted candidate,null,17.72,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF9-23-2 (Ap) | 17720 | -107.3""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 17.72, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-107.3,-107.3,-107.3,-107.3
1c2b9385acb4a27446f91e288eb6af53de03f9afbde0c3d4300fe641f2ec3612,fleming1998,sea_level_indicator,Barbados,RGF9-24-2 (Ap),13.1500331,-59.5250305,inferred_text,10000.0,-109.2,unknown,reported,submerged_beach,llm-extracted candidate,null,18.02,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF9-24-2 (Ap) | 18020 | -109.2""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 18.02, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-109.2,-109.2,-109.2,-109.2
4de1417a4aa42cd702d5388c2ee583f89752e2353895fdb36d80a6d8f23aa558,fleming1998,sea_level_indicator,Barbados,RGF9-24-4 (Ap),13.1500331,-59.5250305,inferred_text,10000.0,-109.3,unknown,reported,submerged_beach,llm-extracted candidate,null,18.89,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF9-24-4 (Ap) | 18890 | -109.3""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 18.89, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-109.3,-109.3,-109.3,-109.3
df6ef1dc85f7a03f578e0d0453f6b34c46f131aac9a4cc2a54aa720e37804216,fleming1998,sea_level_indicator,Barbados,RGF9-27-4 (Ap),13.1500331,-59.5250305,inferred_text,10000.0,-113.8,unknown,reported,submerged_beach,llm-extracted candidate,null,18.43,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF9-27-4 (Ap) | 18430 | -113.8""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 18.43, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-113.8,-113.8,-113.8,-113.8
37f421cfd9678eefc54c3e27466c1e4db878245754d629f02705ec569c8d83d7,fleming1998,sea_level_indicator,Barbados,RGF9-27-5 (Ap),13.1500331,-59.5250305,inferred_text,10000.0,-113.8,unknown,reported,submerged_beach,llm-extracted candidate,null,19.0,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF9-27-5 (Ap) | 19000 | -113.8""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 19.0, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-113.8,-113.8,-113.8,-113.8
2da4dca8d661cc593c4de06072c0a84a83d4c57b597719b26249b88377078cfc,fleming1998,sea_level_indicator,Barbados,RGF9-32-4 (Pa),13.1500331,-59.5250305,inferred_text,10000.0,-119.8,unknown,reported,submerged_beach,llm-extracted candidate,null,20.61,other,Refining the eustatic sea-level curve since the Last Glacial Maximum using far- and intermediate-field sites,Barbados,fleming1998.pdf,,0.85,Optional Ollama interpretation output. Geocoded from contextual query 'Barbados'.,"{""page"": ""7"", ""figure"": null, ""table"": ""Table 2"", ""section"": null, ""quote_or_paraphrase"": ""RGF9-32-4 (Pa) | 20610 | -119.8""}","{""reported_elevation_m"": null, ""reported_depth_m"": null, ""reported_datum"": null, ""reported_uncertainty_m"": null}","{""raw_raster_value_m"": null, ""applied_correction_m"": null, ""derived_elevation_m"": null, ""derived_depth_m"": null, ""derivation_notes"": ""Existing elevation preserved; no raster overwrite applied.""}","[{""method"": ""other"", ""relation"": ""unknown"", ""age_ka"": 20.61, ""uncertainty_ka"": null, ""material"": null, ""notes"": ""LLM-assisted extraction; raw BP-like numeric ages are normalized to ka.""}]",-119.8,-119.8,-119.8,-119.8
